"Age";"Sex";"Employment_Status";"Education_Level"
43;"Female";"Retired";"High School"
63;"Female";"Employed";"Bachelor's Degree"
40;"Female";"Retired";"Associate's Degree"
48;"Male";"Employed";"PhD"
80;"Female";"Retired";"Associate's Degree"
38;"Female";"Retired";"PhD"
34;"Female";"Unemployed";"PhD"
56;"Female";"Unemployed";"PhD"
24;"Male";"Employed";"Bachelor's Degree"
62;"Female";"Unemployed";"Associate's Degree"
64;"Male";"Unemployed";"High School"
29;"Female";"Retired";"Bachelor's Degree"
49;"Male";"Retired";"PhD"
63;"Male";"Student";"Associate's Degree"
36;"Female";"Student";"Associate's Degree"
77;"Male";"Unemployed";"High School"
36;"Male";"Student";"Bachelor's Degree"
42;"Female";"Retired";"Master's Degree"
34;"Male";"Employed";"PhD"
26;"Female";"Unemployed";"Associate's Degree"
62;"Male";"Unemployed";"Bachelor's Degree"
79;"Male";"Student";"Associate's Degree"
63;"Female";"Retired";"Bachelor's Degree"
40;"Female";"Employed";"High School"
48;"Female";"Student";"High School"
55;"Female";"Retired";"Bachelor's Degree"
50;"Female";"Retired";"PhD"
33;"Female";"Employed";"PhD"
77;"Male";"Employed";"PhD"
25;"Female";"Employed";"High School"
22;"Female";"Employed";"PhD"
80;"Male";"Student";"PhD"
27;"Female";"Unemployed";"Associate's Degree"
58;"Male";"Retired";"High School"
45;"Male";"Student";"PhD"
54;"Male";"Retired";"Associate's Degree"
63;"Female";"Employed";"Associate's Degree"
36;"Male";"Employed";"PhD"
50;"Female";"Employed";"Master's Degree"
33;"Male";"Retired";"High School"
23;"Male";"Retired";"PhD"
77;"Female";"Student";"Bachelor's Degree"
69;"Male";"Student";"Associate's Degree"
25;"Female";"Unemployed";"Master's Degree"
42;"Male";"Student";"High School"
31;"Female";"Retired";"PhD"
48;"Female";"Student";"Associate's Degree"
63;"Female";"Retired";"Master's Degree"
42;"Female";"Student";"High School"
25;"Female";"Unemployed";"Master's Degree"
60;"Female";"Unemployed";"Associate's Degree"
72;"Female";"Student";"Associate's Degree"
69;"Male";"Student";"High School"
41;"Female";"Retired";"Bachelor's Degree"
22;"Male";"Retired";"Master's Degree"
31;"Male";"Retired";"Bachelor's Degree"
50;"Male";"Employed";"Bachelor's Degree"
18;"Female";"Unemployed";"High School"
54;"Male";"Employed";"Associate's Degree"
52;"Male";"Student";"Master's Degree"
21;"Female";"Employed";"PhD"
52;"Male";"Student";"PhD"
63;"Female";"Unemployed";"Bachelor's Degree"
35;"Male";"Employed";"PhD"
27;"Female";"Retired";"Master's Degree"
29;"Male";"Unemployed";"High School"
65;"Female";"Retired";"PhD"
20;"Female";"Retired";"Bachelor's Degree"
43;"Female";"Employed";"Associate's Degree"
29;"Female";"Student";"Master's Degree"
77;"Female";"Student";"Associate's Degree"
54;"Male";"Retired";"Bachelor's Degree"
62;"Male";"Unemployed";"Bachelor's Degree"
25;"Female";"Unemployed";"PhD"
34;"Male";"Employed";"Bachelor's Degree"
22;"Male";"Student";"Associate's Degree"
36;"Male";"Student";"Associate's Degree"
55;"Female";"Student";"PhD"
49;"Female";"Unemployed";"Bachelor's Degree"
19;"Female";"Unemployed";"Bachelor's Degree"
34;"Female";"Unemployed";"Associate's Degree"
72;"Male";"Unemployed";"High School"
66;"Male";"Employed";"Associate's Degree"
25;"Male";"Student";"PhD"
68;"Male";"Employed";"Associate's Degree"
35;"Female";"Unemployed";"Associate's Degree"
43;"Male";"Employed";"High School"
47;"Female";"Employed";"High School"
36;"Male";"Unemployed";"Master's Degree"
22;"Male";"Student";"Associate's Degree"
46;"Male";"Student";"Master's Degree"
46;"Female";"Employed";"PhD"
63;"Male";"Unemployed";"High School"
29;"Male";"Student";"High School"
73;"Female";"Employed";"Master's Degree"
18;"Male";"Student";"Associate's Degree"
65;"Female";"Student";"Bachelor's Degree"
47;"Male";"Unemployed";"Master's Degree"
79;"Female";"Retired";"Associate's Degree"
67;"Male";"Retired";"Bachelor's Degree"
69;"Male";"Retired";"Master's Degree"
24;"Male";"Employed";"Master's Degree"
22;"Male";"Student";"Bachelor's Degree"
27;"Female";"Student";"High School"
53;"Female";"Student";"Bachelor's Degree"
25;"Female";"Student";"Bachelor's Degree"
80;"Male";"Retired";"Associate's Degree"
66;"Male";"Student";"Bachelor's Degree"
48;"Female";"Retired";"Bachelor's Degree"
22;"Female";"Retired";"Bachelor's Degree"
56;"Female";"Retired";"PhD"
39;"Female";"Unemployed";"PhD"
29;"Female";"Student";"High School"
62;"Male";"Unemployed";"Associate's Degree"
27;"Male";"Student";"Associate's Degree"
79;"Male";"Employed";"Bachelor's Degree"
46;"Male";"Retired";"PhD"
47;"Male";"Retired";"Master's Degree"
77;"Male";"Student";"PhD"
18;"Female";"Unemployed";"PhD"
75;"Male";"Employed";"Master's Degree"
64;"Female";"Retired";"Master's Degree"
31;"Male";"Employed";"High School"
24;"Female";"Student";"PhD"
80;"Male";"Unemployed";"High School"
51;"Male";"Employed";"High School"
27;"Female";"Student";"PhD"
79;"Female";"Retired";"High School"
70;"Male";"Unemployed";"High School"
32;"Female";"Student";"Master's Degree"
78;"Male";"Retired";"Master's Degree"
36;"Male";"Retired";"High School"
35;"Female";"Retired";"PhD"
63;"Male";"Employed";"High School"
39;"Male";"Retired";"Bachelor's Degree"
35;"Male";"Employed";"Master's Degree"
68;"Male";"Retired";"Bachelor's Degree"
79;"Male";"Retired";"Master's Degree"
20;"Female";"Employed";"Master's Degree"
60;"Male";"Student";"Bachelor's Degree"
69;"Female";"Student";"Associate's Degree"
80;"Female";"Employed";"Master's Degree"
74;"Male";"Retired";"Bachelor's Degree"
54;"Female";"Employed";"Bachelor's Degree"
63;"Female";"Retired";"Associate's Degree"
35;"Female";"Employed";"PhD"
58;"Male";"Employed";"PhD"
18;"Female";"Retired";"PhD"
56;"Male";"Student";"High School"
32;"Female";"Retired";"Master's Degree"
66;"Female";"Unemployed";"Bachelor's Degree"
23;"Male";"Employed";"Associate's Degree"
62;"Male";"Student";"Bachelor's Degree"
50;"Female";"Unemployed";"Bachelor's Degree"
55;"Male";"Retired";"Master's Degree"
57;"Male";"Employed";"Bachelor's Degree"
27;"Male";"Student";"Bachelor's Degree"
77;"Male";"Employed";"Master's Degree"
51;"Male";"Retired";"Associate's Degree"
70;"Female";"Retired";"High School"
43;"Female";"Unemployed";"PhD"
35;"Male";"Student";"Associate's Degree"
22;"Male";"Unemployed";"PhD"
77;"Male";"Retired";"PhD"
52;"Male";"Retired";"Associate's Degree"
23;"Female";"Unemployed";"PhD"
46;"Female";"Retired";"High School"
71;"Female";"Student";"High School"
60;"Female";"Employed";"Bachelor's Degree"
77;"Female";"Employed";"PhD"
26;"Female";"Retired";"Master's Degree"
39;"Female";"Unemployed";"Master's Degree"
37;"Female";"Retired";"Master's Degree"
64;"Female";"Unemployed";"Master's Degree"
47;"Female";"Retired";"Associate's Degree"
67;"Female";"Unemployed";"Master's Degree"
56;"Female";"Employed";"High School"
58;"Male";"Student";"Associate's Degree"
31;"Female";"Employed";"Bachelor's Degree"
46;"Male";"Student";"Master's Degree"
28;"Female";"Retired";"Associate's Degree"
77;"Female";"Student";"High School"
37;"Male";"Employed";"Master's Degree"
34;"Male";"Student";"PhD"
61;"Female";"Unemployed";"Associate's Degree"
41;"Female";"Employed";"PhD"
61;"Female";"Unemployed";"Master's Degree"
68;"Male";"Retired";"Bachelor's Degree"
42;"Female";"Student";"Bachelor's Degree"
30;"Male";"Retired";"Master's Degree"
29;"Male";"Student";"Associate's Degree"
23;"Male";"Unemployed";"Bachelor's Degree"
20;"Male";"Unemployed";"Associate's Degree"
45;"Female";"Unemployed";"High School"
61;"Male";"Employed";"Associate's Degree"
61;"Male";"Student";"Bachelor's Degree"
28;"Male";"Employed";"Bachelor's Degree"
36;"Male";"Retired";"PhD"
28;"Male";"Retired";"PhD"
80;"Male";"Employed";"Master's Degree"
53;"Female";"Retired";"Bachelor's Degree"
39;"Male";"Retired";"Associate's Degree"
28;"Male";"Employed";"High School"
44;"Female";"Student";"PhD"
19;"Male";"Retired";"Bachelor's Degree"
56;"Female";"Unemployed";"High School"
77;"Male";"Employed";"Master's Degree"
23;"Male";"Unemployed";"Associate's Degree"
56;"Female";"Retired";"Master's Degree"
53;"Male";"Unemployed";"PhD"
72;"Female";"Employed";"Bachelor's Degree"
75;"Male";"Employed";"Bachelor's Degree"
65;"Male";"Employed";"PhD"
79;"Female";"Student";"Bachelor's Degree"
80;"Female";"Student";"PhD"
45;"Male";"Employed";"High School"
46;"Male";"Unemployed";"High School"
21;"Male";"Student";"Associate's Degree"
58;"Male";"Student";"Master's Degree"
22;"Male";"Student";"Master's Degree"
65;"Female";"Student";"Bachelor's Degree"
48;"Male";"Unemployed";"High School"
76;"Male";"Student";"Bachelor's Degree"
60;"Female";"Student";"High School"
65;"Male";"Student";"Associate's Degree"
74;"Female";"Unemployed";"High School"
26;"Male";"Employed";"Bachelor's Degree"
36;"Female";"Retired";"Bachelor's Degree"
45;"Female";"Employed";"Master's Degree"
32;"Male";"Retired";"Associate's Degree"
77;"Female";"Unemployed";"Bachelor's Degree"
28;"Male";"Employed";"PhD"
46;"Female";"Employed";"High School"
34;"Male";"Student";"Master's Degree"
78;"Female";"Student";"Bachelor's Degree"
58;"Female";"Retired";"PhD"
42;"Female";"Retired";"Bachelor's Degree"
64;"Male";"Retired";"Associate's Degree"
29;"Male";"Retired";"PhD"
79;"Male";"Student";"High School"
36;"Female";"Employed";"Associate's Degree"
69;"Male";"Unemployed";"Master's Degree"
24;"Female";"Employed";"PhD"
28;"Female";"Student";"Associate's Degree"
32;"Female";"Retired";"Master's Degree"
26;"Male";"Student";"Bachelor's Degree"
75;"Male";"Unemployed";"Master's Degree"
63;"Female";"Student";"High School"
41;"Male";"Employed";"Associate's Degree"
36;"Female";"Student";"Bachelor's Degree"
28;"Male";"Employed";"Master's Degree"
71;"Male";"Employed";"Associate's Degree"
50;"Male";"Unemployed";"Bachelor's Degree"
26;"Male";"Unemployed";"High School"
58;"Male";"Unemployed";"PhD"
40;"Male";"Unemployed";"Bachelor's Degree"
73;"Male";"Employed";"Bachelor's Degree"
34;"Female";"Retired";"Bachelor's Degree"
27;"Female";"Student";"PhD"
25;"Female";"Student";"Bachelor's Degree"
35;"Female";"Retired";"Master's Degree"
41;"Female";"Unemployed";"High School"
55;"Male";"Retired";"PhD"
42;"Female";"Employed";"High School"
67;"Male";"Student";"High School"
24;"Male";"Employed";"Associate's Degree"
56;"Female";"Unemployed";"PhD"
29;"Male";"Unemployed";"Associate's Degree"
58;"Female";"Retired";"PhD"
33;"Female";"Retired";"PhD"
20;"Male";"Employed";"PhD"
48;"Female";"Employed";"Associate's Degree"
52;"Male";"Student";"Bachelor's Degree"
38;"Male";"Retired";"Bachelor's Degree"
63;"Male";"Unemployed";"Master's Degree"
79;"Male";"Employed";"Associate's Degree"
51;"Male";"Employed";"High School"
45;"Female";"Retired";"Bachelor's Degree"
53;"Female";"Retired";"Bachelor's Degree"
43;"Male";"Employed";"Master's Degree"
18;"Male";"Retired";"Bachelor's Degree"
43;"Male";"Unemployed";"Associate's Degree"
38;"Female";"Unemployed";"High School"
59;"Male";"Retired";"Master's Degree"
73;"Male";"Unemployed";"High School"
38;"Female";"Employed";"PhD"
55;"Female";"Student";"High School"
74;"Female";"Student";"PhD"
52;"Female";"Employed";"PhD"
47;"Male";"Student";"PhD"
29;"Male";"Student";"Associate's Degree"
50;"Female";"Student";"High School"
74;"Female";"Employed";"PhD"
61;"Male";"Retired";"High School"
30;"Female";"Retired";"Master's Degree"
67;"Female";"Student";"Associate's Degree"
50;"Male";"Student";"PhD"
41;"Female";"Unemployed";"High School"
26;"Female";"Student";"High School"
48;"Male";"Student";"PhD"
49;"Female";"Retired";"Bachelor's Degree"
19;"Male";"Retired";"PhD"
48;"Female";"Employed";"Bachelor's Degree"
77;"Female";"Student";"PhD"
44;"Male";"Retired";"High School"
52;"Male";"Student";"PhD"
71;"Male";"Student";"Associate's Degree"
50;"Male";"Unemployed";"Bachelor's Degree"
40;"Male";"Employed";"PhD"
67;"Female";"Retired";"PhD"
54;"Female";"Student";"Bachelor's Degree"
76;"Female";"Employed";"Master's Degree"
27;"Female";"Retired";"High School"
60;"Male";"Student";"High School"
36;"Female";"Student";"High School"
33;"Female";"Retired";"High School"
64;"Male";"Retired";"Master's Degree"
56;"Female";"Retired";"Bachelor's Degree"
49;"Male";"Unemployed";"High School"
65;"Male";"Student";"High School"
67;"Male";"Employed";"Associate's Degree"
73;"Male";"Retired";"High School"
36;"Female";"Retired";"Bachelor's Degree"
21;"Female";"Retired";"Master's Degree"
68;"Male";"Retired";"PhD"
52;"Male";"Retired";"High School"
51;"Female";"Unemployed";"Bachelor's Degree"
46;"Female";"Student";"PhD"
30;"Male";"Student";"Associate's Degree"
53;"Female";"Student";"Bachelor's Degree"
37;"Female";"Unemployed";"Bachelor's Degree"
71;"Female";"Unemployed";"Bachelor's Degree"
55;"Male";"Retired";"High School"
20;"Female";"Unemployed";"Associate's Degree"
42;"Female";"Student";"PhD"
38;"Male";"Unemployed";"Associate's Degree"
70;"Male";"Student";"Master's Degree"
57;"Female";"Unemployed";"PhD"
22;"Female";"Employed";"PhD"
22;"Female";"Unemployed";"Associate's Degree"
36;"Male";"Employed";"Bachelor's Degree"
61;"Female";"Student";"High School"
47;"Male";"Employed";"High School"
24;"Female";"Retired";"Associate's Degree"
63;"Male";"Unemployed";"Master's Degree"
34;"Male";"Retired";"Bachelor's Degree"
46;"Female";"Student";"Associate's Degree"
51;"Female";"Employed";"PhD"
34;"Female";"Employed";"PhD"
78;"Male";"Student";"Associate's Degree"
28;"Female";"Employed";"Associate's Degree"
31;"Female";"Retired";"High School"
57;"Female";"Unemployed";"Master's Degree"
50;"Female";"Retired";"Master's Degree"
51;"Female";"Unemployed";"High School"
27;"Female";"Employed";"High School"
51;"Female";"Employed";"High School"
78;"Female";"Student";"PhD"
55;"Male";"Retired";"High School"
30;"Female";"Retired";"Bachelor's Degree"
29;"Female";"Employed";"High School"
52;"Female";"Retired";"PhD"
57;"Male";"Retired";"Bachelor's Degree"
76;"Female";"Unemployed";"Associate's Degree"
50;"Male";"Employed";"Associate's Degree"
63;"Female";"Employed";"Associate's Degree"
60;"Female";"Unemployed";"PhD"
71;"Female";"Student";"PhD"
28;"Male";"Student";"Bachelor's Degree"
25;"Female";"Retired";"PhD"
34;"Male";"Retired";"PhD"
21;"Male";"Student";"High School"
29;"Female";"Unemployed";"PhD"
64;"Female";"Unemployed";"Associate's Degree"
73;"Male";"Employed";"High School"
31;"Female";"Student";"Bachelor's Degree"
68;"Male";"Retired";"Master's Degree"
44;"Male";"Student";"Bachelor's Degree"
28;"Male";"Student";"PhD"
66;"Female";"Student";"Associate's Degree"
46;"Female";"Retired";"High School"
55;"Male";"Retired";"Associate's Degree"
61;"Male";"Unemployed";"High School"
36;"Female";"Unemployed";"High School"
38;"Male";"Student";"High School"
66;"Male";"Student";"PhD"
23;"Male";"Retired";"High School"
22;"Male";"Student";"PhD"
66;"Female";"Unemployed";"High School"
41;"Male";"Retired";"Bachelor's Degree"
79;"Female";"Student";"PhD"
33;"Female";"Student";"High School"
26;"Female";"Student";"High School"
60;"Female";"Retired";"Master's Degree"
54;"Female";"Employed";"Master's Degree"
31;"Male";"Unemployed";"Bachelor's Degree"
80;"Female";"Employed";"High School"
79;"Male";"Student";"Master's Degree"
22;"Male";"Unemployed";"High School"
60;"Female";"Unemployed";"Associate's Degree"
73;"Male";"Retired";"Bachelor's Degree"
47;"Female";"Retired";"PhD"
79;"Female";"Student";"Bachelor's Degree"
62;"Male";"Unemployed";"High School"
79;"Male";"Student";"PhD"
69;"Female";"Employed";"PhD"
21;"Female";"Student";"PhD"
21;"Female";"Student";"High School"
60;"Male";"Retired";"Associate's Degree"
49;"Male";"Unemployed";"Master's Degree"
45;"Male";"Retired";"High School"
38;"Female";"Employed";"PhD"
69;"Female";"Student";"Master's Degree"
23;"Female";"Student";"Master's Degree"
59;"Male";"Unemployed";"PhD"
37;"Female";"Unemployed";"Associate's Degree"
76;"Female";"Employed";"Associate's Degree"
34;"Male";"Retired";"Bachelor's Degree"
28;"Male";"Employed";"PhD"
57;"Male";"Unemployed";"PhD"
38;"Male";"Unemployed";"Associate's Degree"
54;"Female";"Unemployed";"Bachelor's Degree"
49;"Male";"Student";"High School"
75;"Female";"Retired";"Bachelor's Degree"
36;"Male";"Unemployed";"Associate's Degree"
60;"Male";"Employed";"High School"
18;"Female";"Employed";"Bachelor's Degree"
51;"Female";"Retired";"Bachelor's Degree"
29;"Female";"Retired";"Associate's Degree"
31;"Female";"Student";"Master's Degree"
20;"Female";"Unemployed";"Associate's Degree"
65;"Male";"Retired";"High School"
37;"Female";"Student";"Master's Degree"
43;"Female";"Unemployed";"Associate's Degree"
21;"Female";"Employed";"PhD"
21;"Male";"Student";"High School"
43;"Female";"Employed";"Bachelor's Degree"
18;"Female";"Employed";"Associate's Degree"
42;"Male";"Unemployed";"Bachelor's Degree"
78;"Female";"Retired";"High School"
34;"Male";"Student";"Associate's Degree"
38;"Male";"Employed";"Master's Degree"
53;"Female";"Student";"Bachelor's Degree"
34;"Male";"Employed";"Associate's Degree"
56;"Male";"Retired";"Bachelor's Degree"
74;"Female";"Student";"Associate's Degree"
76;"Female";"Unemployed";"Associate's Degree"
22;"Female";"Employed";"Bachelor's Degree"
46;"Male";"Unemployed";"High School"
26;"Male";"Retired";"Associate's Degree"
48;"Male";"Unemployed";"High School"
23;"Male";"Retired";"High School"
58;"Male";"Retired";"Associate's Degree"
48;"Female";"Unemployed";"PhD"
52;"Female";"Unemployed";"PhD"
26;"Male";"Unemployed";"PhD"
66;"Female";"Student";"High School"
52;"Female";"Employed";"Associate's Degree"
76;"Male";"Student";"PhD"
55;"Female";"Student";"High School"
35;"Female";"Retired";"Bachelor's Degree"
34;"Male";"Unemployed";"Associate's Degree"
30;"Male";"Unemployed";"Bachelor's Degree"
61;"Female";"Student";"Bachelor's Degree"
64;"Male";"Unemployed";"Bachelor's Degree"
46;"Male";"Unemployed";"PhD"
59;"Female";"Employed";"PhD"
70;"Male";"Employed";"Bachelor's Degree"
33;"Female";"Student";"High School"
50;"Female";"Retired";"Master's Degree"
55;"Male";"Retired";"Bachelor's Degree"
32;"Male";"Retired";"Master's Degree"
44;"Male";"Unemployed";"High School"
39;"Male";"Retired";"High School"
25;"Female";"Employed";"High School"
18;"Female";"Employed";"PhD"
23;"Female";"Unemployed";"High School"
66;"Male";"Unemployed";"Associate's Degree"
39;"Female";"Employed";"Bachelor's Degree"
23;"Female";"Unemployed";"PhD"
22;"Female";"Unemployed";"Master's Degree"
43;"Female";"Retired";"High School"
26;"Male";"Employed";"Master's Degree"
48;"Female";"Student";"High School"
59;"Male";"Student";"Bachelor's Degree"
20;"Male";"Unemployed";"PhD"
58;"Female";"Unemployed";"PhD"
49;"Male";"Retired";"Associate's Degree"
70;"Female";"Student";"Master's Degree"
40;"Female";"Employed";"Associate's Degree"
35;"Female";"Unemployed";"Bachelor's Degree"
39;"Male";"Unemployed";"Master's Degree"
75;"Male";"Unemployed";"Associate's Degree"
40;"Female";"Unemployed";"PhD"
74;"Female";"Student";"Associate's Degree"
68;"Male";"Employed";"PhD"
42;"Female";"Retired";"Master's Degree"
55;"Female";"Student";"High School"
47;"Male";"Retired";"Master's Degree"
55;"Female";"Employed";"Associate's Degree"
57;"Female";"Unemployed";"High School"
21;"Male";"Retired";"PhD"
71;"Male";"Unemployed";"Master's Degree"
34;"Male";"Employed";"Associate's Degree"
69;"Female";"Retired";"Associate's Degree"
23;"Female";"Student";"Master's Degree"
43;"Male";"Unemployed";"Master's Degree"
56;"Female";"Student";"Associate's Degree"
49;"Male";"Retired";"PhD"
44;"Female";"Employed";"High School"
79;"Female";"Retired";"Bachelor's Degree"
56;"Female";"Retired";"Bachelor's Degree"
79;"Female";"Student";"Bachelor's Degree"
28;"Male";"Retired";"PhD"
38;"Male";"Unemployed";"PhD"
50;"Female";"Unemployed";"PhD"
68;"Male";"Unemployed";"Bachelor's Degree"
25;"Male";"Student";"Bachelor's Degree"
34;"Female";"Unemployed";"Associate's Degree"
77;"Male";"Retired";"Master's Degree"
47;"Male";"Student";"Master's Degree"
31;"Female";"Retired";"Bachelor's Degree"
41;"Male";"Retired";"PhD"
24;"Female";"Student";"High School"
20;"Female";"Retired";"Bachelor's Degree"
50;"Male";"Retired";"Associate's Degree"
41;"Female";"Student";"PhD"
32;"Female";"Unemployed";"High School"
44;"Female";"Unemployed";"High School"
41;"Female";"Unemployed";"High School"
40;"Male";"Employed";"Master's Degree"
74;"Male";"Employed";"PhD"
63;"Male";"Unemployed";"Bachelor's Degree"
44;"Female";"Employed";"Associate's Degree"
29;"Male";"Unemployed";"High School"
66;"Female";"Employed";"High School"
25;"Female";"Employed";"PhD"
50;"Female";"Unemployed";"Master's Degree"
39;"Female";"Student";"Master's Degree"
51;"Male";"Retired";"Associate's Degree"
22;"Male";"Student";"High School"
75;"Female";"Student";"PhD"
30;"Male";"Employed";"High School"
36;"Female";"Student";"High School"
48;"Male";"Unemployed";"Master's Degree"
43;"Female";"Retired";"High School"
37;"Female";"Employed";"PhD"
46;"Female";"Unemployed";"Bachelor's Degree"
73;"Male";"Student";"Associate's Degree"
71;"Female";"Employed";"High School"
26;"Male";"Student";"PhD"
33;"Female";"Retired";"High School"
38;"Male";"Unemployed";"PhD"
50;"Male";"Retired";"PhD"
80;"Female";"Retired";"Master's Degree"
66;"Female";"Unemployed";"Master's Degree"
67;"Female";"Unemployed";"Bachelor's Degree"
59;"Female";"Student";"Associate's Degree"
26;"Male";"Unemployed";"Bachelor's Degree"
28;"Female";"Employed";"Bachelor's Degree"
18;"Male";"Employed";"Bachelor's Degree"
51;"Male";"Student";"PhD"
28;"Male";"Employed";"Bachelor's Degree"
42;"Female";"Employed";"High School"
66;"Male";"Unemployed";"PhD"
79;"Female";"Unemployed";"Associate's Degree"
31;"Female";"Student";"Associate's Degree"
80;"Female";"Employed";"PhD"
67;"Male";"Retired";"Bachelor's Degree"
48;"Male";"Retired";"Associate's Degree"
31;"Male";"Student";"Associate's Degree"
37;"Female";"Unemployed";"High School"
57;"Female";"Unemployed";"Associate's Degree"
41;"Male";"Unemployed";"Associate's Degree"
54;"Female";"Employed";"Associate's Degree"
58;"Female";"Student";"Bachelor's Degree"
46;"Male";"Unemployed";"Bachelor's Degree"
27;"Female";"Employed";"PhD"
66;"Female";"Retired";"Bachelor's Degree"
69;"Female";"Employed";"Associate's Degree"
24;"Female";"Student";"High School"
39;"Male";"Student";"Associate's Degree"
61;"Female";"Student";"Bachelor's Degree"
80;"Male";"Student";"High School"
49;"Female";"Student";"High School"
28;"Male";"Employed";"Master's Degree"
35;"Male";"Employed";"Bachelor's Degree"
80;"Male";"Student";"Bachelor's Degree"
29;"Male";"Unemployed";"PhD"
24;"Male";"Student";"PhD"
20;"Male";"Employed";"Master's Degree"
76;"Male";"Employed";"Associate's Degree"
63;"Male";"Retired";"Associate's Degree"
35;"Male";"Retired";"High School"
80;"Male";"Employed";"Associate's Degree"
65;"Male";"Retired";"High School"
66;"Female";"Employed";"PhD"
23;"Male";"Retired";"Bachelor's Degree"
47;"Female";"Retired";"Bachelor's Degree"
23;"Female";"Unemployed";"High School"
53;"Female";"Retired";"Associate's Degree"
70;"Male";"Retired";"PhD"
46;"Female";"Retired";"High School"
54;"Female";"Unemployed";"PhD"
78;"Male";"Unemployed";"High School"
63;"Male";"Retired";"Master's Degree"
59;"Female";"Employed";"Associate's Degree"
57;"Female";"Unemployed";"Associate's Degree"
71;"Male";"Student";"Bachelor's Degree"
59;"Female";"Employed";"Bachelor's Degree"
72;"Male";"Retired";"Associate's Degree"
79;"Male";"Retired";"Master's Degree"
63;"Male";"Retired";"Bachelor's Degree"
46;"Male";"Retired";"Bachelor's Degree"
64;"Female";"Unemployed";"PhD"
68;"Male";"Retired";"Bachelor's Degree"
49;"Female";"Employed";"Bachelor's Degree"
18;"Male";"Student";"High School"
51;"Male";"Employed";"Associate's Degree"
32;"Male";"Retired";"High School"
27;"Male";"Unemployed";"PhD"
22;"Female";"Employed";"Associate's Degree"
22;"Male";"Unemployed";"Associate's Degree"
72;"Female";"Student";"Master's Degree"
34;"Female";"Employed";"PhD"
66;"Male";"Retired";"High School"
75;"Female";"Retired";"High School"
67;"Female";"Employed";"PhD"
19;"Female";"Unemployed";"Bachelor's Degree"
44;"Female";"Employed";"Master's Degree"
80;"Male";"Student";"PhD"
79;"Female";"Student";"Bachelor's Degree"
28;"Female";"Retired";"High School"
54;"Male";"Student";"Associate's Degree"
34;"Male";"Retired";"High School"
80;"Female";"Unemployed";"Master's Degree"
63;"Male";"Unemployed";"High School"
52;"Male";"Student";"PhD"
59;"Male";"Employed";"PhD"
30;"Male";"Unemployed";"Associate's Degree"
74;"Female";"Unemployed";"Associate's Degree"
47;"Male";"Student";"Associate's Degree"
48;"Female";"Employed";"Master's Degree"
68;"Male";"Employed";"PhD"
51;"Female";"Student";"High School"
77;"Female";"Retired";"High School"
34;"Male";"Retired";"Associate's Degree"
26;"Female";"Retired";"Associate's Degree"
68;"Male";"Employed";"PhD"
67;"Female";"Retired";"Master's Degree"
26;"Male";"Employed";"Bachelor's Degree"
79;"Female";"Retired";"High School"
75;"Female";"Employed";"PhD"
76;"Male";"Employed";"Master's Degree"
75;"Female";"Unemployed";"High School"
39;"Female";"Employed";"Associate's Degree"
63;"Female";"Employed";"High School"
64;"Male";"Employed";"PhD"
49;"Male";"Unemployed";"Master's Degree"
55;"Male";"Unemployed";"Associate's Degree"
57;"Male";"Unemployed";"Master's Degree"
77;"Female";"Retired";"Bachelor's Degree"
69;"Female";"Retired";"Associate's Degree"
19;"Female";"Retired";"Bachelor's Degree"
18;"Male";"Retired";"PhD"
35;"Female";"Unemployed";"Associate's Degree"
24;"Male";"Unemployed";"Bachelor's Degree"
44;"Male";"Unemployed";"Bachelor's Degree"
24;"Male";"Employed";"Associate's Degree"
53;"Female";"Retired";"Bachelor's Degree"
22;"Female";"Retired";"Bachelor's Degree"
28;"Female";"Student";"Associate's Degree"
80;"Male";"Unemployed";"Associate's Degree"
44;"Female";"Student";"Associate's Degree"
48;"Male";"Employed";"Bachelor's Degree"
59;"Female";"Unemployed";"High School"
28;"Female";"Retired";"High School"
45;"Female";"Retired";"Associate's Degree"
50;"Male";"Retired";"Associate's Degree"
76;"Female";"Retired";"Bachelor's Degree"
59;"Female";"Retired";"Master's Degree"
49;"Female";"Unemployed";"Associate's Degree"
74;"Female";"Employed";"Bachelor's Degree"
40;"Female";"Unemployed";"High School"
38;"Female";"Retired";"Associate's Degree"
61;"Female";"Retired";"Bachelor's Degree"
56;"Female";"Retired";"High School"
79;"Female";"Retired";"High School"
54;"Male";"Retired";"PhD"
49;"Female";"Retired";"Associate's Degree"
67;"Male";"Student";"Bachelor's Degree"
57;"Female";"Retired";"PhD"
32;"Female";"Unemployed";"Master's Degree"
49;"Male";"Unemployed";"Master's Degree"
24;"Female";"Unemployed";"Bachelor's Degree"
31;"Female";"Employed";"Bachelor's Degree"
59;"Male";"Unemployed";"Master's Degree"
73;"Male";"Employed";"High School"
65;"Female";"Retired";"PhD"
42;"Male";"Retired";"Associate's Degree"
20;"Female";"Retired";"Bachelor's Degree"
71;"Female";"Unemployed";"Bachelor's Degree"
40;"Female";"Unemployed";"Master's Degree"
28;"Female";"Retired";"High School"
78;"Male";"Retired";"Associate's Degree"
76;"Female";"Retired";"High School"
48;"Female";"Retired";"PhD"
79;"Female";"Unemployed";"High School"
20;"Female";"Retired";"High School"
25;"Male";"Student";"High School"
80;"Female";"Student";"Bachelor's Degree"
77;"Female";"Student";"Bachelor's Degree"
